method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,posterior_trace,condition_number,information_logdet,candidate_count
neighbor_average,7.225283310439559,11.365959597559058,0.1823921478602548,PeMS7_228,0.2,46,182,random,47,25,2151,,,,,100
gsp,3.731041695896113,6.470197751303787,0.0880191233817666,PeMS7_228,0.2,46,182,random,47,25,2151,,16.411960014582707,96.15328448124176,663.073035273043,100
gls_map,3.451935162854053,5.925097595591401,0.0799720166242796,PeMS7_228,0.2,46,182,random,47,25,2151,,299.676593859252,1015.2208087062356,130.3974520330253,100
historical_tod_mean,4.155413709554334,7.128982127573429,0.096947792182382,PeMS7_228,0.2,46,182,random,48,25,2151,,,,,100
neighbor_average,7.031907878001627,11.19633234691484,0.1868892643909038,PeMS7_228,0.2,46,182,random,48,25,2151,,,,,100
gsp,3.90366874107641,6.742965301502907,0.0947838729326635,PeMS7_228,0.2,46,182,random,48,25,2151,,16.421963892191272,97.2058790435404,662.9368241608759,100
gls_map,3.5521550621183224,6.132463879930441,0.0851498689992644,PeMS7_228,0.2,46,182,random,48,25,2151,,293.994567421375,991.683792177034,132.18910231824023,100
historical_tod_mean,4.024258861797925,6.912400252188198,0.094124359972457,PeMS7_228,0.2,46,182,random,49,25,2151,,,,,100
neighbor_average,7.40567097832723,11.602600961725855,0.1789719247105525,PeMS7_228,0.2,46,182,random,49,25,2151,,,,,100
gsp,3.733711852359159,6.533093810587075,0.0916964205721686,PeMS7_228,0.2,46,182,random,49,25,2151,,16.421427350370873,97.17507535242864,662.9565266780669,100
gls_map,3.4499928402640214,6.054722896129388,0.0831853379518541,PeMS7_228,0.2,46,182,random,49,25,2151,,309.06772586190027,989.2228876438083,128.1265169067964,100
historical_tod_mean,3.93125968215812,6.795976951850442,0.0887817963320433,PeMS7_228,0.2,46,182,best_random_by_validation,45,25,2151,3.4854992065951254,,,,100
neighbor_average,7.402874122405372,11.313245224211188,0.1680725348605779,PeMS7_228,0.2,46,182,best_random_by_validation,45,25,2151,3.4854992065951254,,,,100
gsp,3.70022229087165,6.410802718381567,0.0852539885048511,PeMS7_228,0.2,46,182,best_random_by_validation,45,25,2151,3.4854992065951254,16.41378198029296,97.24540485348456,663.0327677580028,100
gls_map,3.3164694124917644,5.721891106295305,0.0746289040467428,PeMS7_228,0.2,46,182,best_random_by_validation,45,25,2151,3.4854992065951254,292.5562567366611,808.0406185411503,131.40121436901472,100
historical_tod_mean,3.940523742750305,6.75867459726378,0.0888832809895886,PeMS7_228,0.2,46,182,best_random_by_trace,19,25,2151,,,,,100
neighbor_average,7.476518938237687,11.66866124558837,0.1824204603290957,PeMS7_228,0.2,46,182,best_random_by_trace,19,25,2151,,,,,100
gsp,3.829876628150982,6.474300399942916,0.0868155388345787,PeMS7_228,0.2,46,182,best_random_by_trace,19,25,2151,,16.421963916153253,97.14071946075298,662.9363631083336,100
gls_map,3.4540677576808467,5.834514017083858,0.0783124076630633,PeMS7_228,0.2,46,182,best_random_by_trace,19,25,2151,,284.13701795000514,895.3236545237392,136.00348480046978,100
historical_tod_mean,4.047049278846153,6.917114388916159,0.093250430926549,PeMS7_228,0.2,46,182,degree,0,25,2151,,,,,100
neighbor_average,7.597360538766789,11.785040826294225,0.191119895789398,PeMS7_228,0.2,46,182,degree,0,25,2151,,,,,100
gsp,3.8417008256117127,6.601868992128511,0.0909552773542889,PeMS7_228,0.2,46,182,degree,0,25,2151,,16.452240748498788,97.29289036225364,662.6095256146551,100
gls_map,3.829606502382573,6.524393656980027,0.092460775107724,PeMS7_228,0.2,46,182,degree,0,25,2151,,345.52830860088835,1652.5023737186611,127.049226238847,100
historical_tod_mean,3.5352869352869347,6.035015861827912,0.0768353384198482,PeMS7_228,0.2,46,182,top_variance,0,25,2151,,,,,100
neighbor_average,9.188632605820104,14.474583205197446,0.1764365017235266,PeMS7_228,0.2,46,182,top_variance,0,25,2151,,,,,100
gsp,3.310899017512743,5.744710625447487,0.0730477240294544,PeMS7_228,0.2,46,182,top_variance,0,25,2151,,16.416620624543675,96.47966839827232,663.1021327927732,100
gls_map,3.208908806354434,5.455354961004556,0.0689358287995978,PeMS7_228,0.2,46,182,top_variance,0,25,2151,,365.34597494398486,1514.6376830720258,118.93252138574526,100
historical_tod_mean,4.006775316697191,6.934377877927549,0.0938192087173329,PeMS7_228,0.2,46,182,coverage,0,25,2151,,,,,100
neighbor_average,7.01462148962149,10.818484143732563,0.1799128808464455,PeMS7_228,0.2,46,182,coverage,0,25,2151,,,,,100
gsp,3.7681322854937584,6.558833484687873,0.0902448187610779,PeMS7_228,0.2,46,182,coverage,0,25,2151,,16.413723520631976,96.81763732378012,663.0232662176555,100
gls_map,3.416141369928642,5.936226831090893,0.0809585062356918,PeMS7_228,0.2,46,182,coverage,0,25,2151,,304.99176202041605,1283.125553476915,135.2705595197179,100
historical_tod_mean,4.090243103250915,7.0166498096616685,0.0947169022014159,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2151,,,,,100
neighbor_average,7.283534607753357,11.229529207847689,0.1885500949281628,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2151,,,,,100
gsp,3.8883852878377465,6.677262367488894,0.0917174993880175,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2151,,16.41783792490712,96.22845860324156,662.9862280357479,100
gls_map,3.508071735165817,6.034652783385035,0.08255709366413,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2151,,276.60680416259913,843.3767736997646,138.78344548171864,100
historical_tod_mean,4.061698145604396,6.992734401228264,0.0954201664535801,PeMS7_228,0.2,46,182,scenario_cvar_a_trace,0,25,2151,,,,,100
neighbor_average,7.347151315120066,11.364138267015306,0.1946206282346302,PeMS7_228,0.2,46,182,scenario_cvar_a_trace,0,25,2151,,,,,100
gsp,3.839047676595983,6.628052610864006,0.0946341422165481,PeMS7_228,0.2,46,182,scenario_cvar_a_trace,0,25,2151,,16.42107553400635,95.35689118119149,662.9827942940411,100
gls_map,3.5272214891804867,6.06905335386339,0.0882168881018369,PeMS7_228,0.2,46,182,scenario_cvar_a_trace,0,25,2151,,280.1272824275949,796.9195420911111,137.56851802494756,100
historical_tod_mean,4.038314922924298,6.992462984389007,0.094062202100841,PeMS7_228,0.2,46,182,greedy_a_trace,0,25,2151,,,,,100
neighbor_average,6.905160955942205,10.655900004487034,0.1829616592085504,PeMS7_228,0.2,46,182,greedy_a_trace,0,25,2151,,,,,100
gsp,3.80480344729374,6.600650142738256,0.0904422946205165,PeMS7_228,0.2,46,182,greedy_a_trace,0,25,2151,,16.416714893392893,97.3824945123404,662.9954234400815,100
gls_map,3.3361253911477613,5.719963893532371,0.0788135506733062,PeMS7_228,0.2,46,182,greedy_a_trace,0,25,2151,,252.7847156076752,827.4429067049239,141.7901339056718,100
historical_tod_mean,4.105857514880952,7.033330448283351,0.0958106457017055,PeMS7_228,0.2,46,182,greedy_d_logdet,0,25,2151,,,,,100
neighbor_average,7.614149623524623,12.291048983190034,0.2177426782343651,PeMS7_228,0.2,46,182,greedy_d_logdet,0,25,2151,,,,,100
gsp,3.906416620549392,6.67990834216012,0.0934608381583451,PeMS7_228,0.2,46,182,greedy_d_logdet,0,25,2151,,16.418780479764198,97.38510401648516,662.9752196501502,100
gls_map,3.913042402747825,6.4402312146139415,0.0938880236914373,PeMS7_228,0.2,46,182,greedy_d_logdet,0,25,2151,,285.7083645759104,2495.738821564474,150.17254298083807,100
historical_tod_mean,4.037069930937119,6.977199693424496,0.0933358640393698,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2151,,,,,100
neighbor_average,6.952404164122914,10.808307052925016,0.1852046123833183,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2151,,,,,100
gsp,3.791230780910372,6.575399029486611,0.0895502244053093,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2151,,16.41681674746461,97.38180272377647,662.9919510102702,100
gls_map,3.3341049852492506,5.7727662071376695,0.0790240324570735,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2151,,249.30639316256529,854.5465569043888,143.81740738827284,100
historical_tod_mean,4.067441525488401,6.99712859149404,0.0940491251642999,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2151,,,,,100
neighbor_average,7.020743984025234,10.912791100380602,0.1859094475445018,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2151,,,,,100
gsp,3.866014786440255,6.6402453154416445,0.0906688357377184,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2151,,16.41688863757255,97.25881525076836,662.9910943696285,100
gls_map,3.330989612507844,5.789078783509018,0.0787162466828756,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2151,,251.1168872522984,850.1390367533809,143.24680730150848,100
historical_tod_mean,4.006746508699634,6.909505756246356,0.0918642441909027,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2151,,,,,100
neighbor_average,6.939382694851444,10.848473445222318,0.1797839874439183,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2151,,,,,100
gsp,3.7786312541609175,6.515956386768968,0.088080457932071,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2151,,16.417062903995813,97.2451368642573,662.9874346813459,100
gls_map,3.353091745691051,5.665274616581266,0.0769324933936518,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2151,,252.20783970161008,843.8176081186758,143.35347561671804,100
historical_tod_mean,3.9626098901098894,6.806081525280259,0.0914164761345627,PeMS7_228,0.2,46,182,swap_from_best_random_trace,19,25,2151,,,,,100
neighbor_average,7.020131257631258,10.791031636008324,0.1813392211949346,PeMS7_228,0.2,46,182,swap_from_best_random_trace,19,25,2151,,,,,100
gsp,3.777088825386319,6.455248149068581,0.0887900926088223,PeMS7_228,0.2,46,182,swap_from_best_random_trace,19,25,2151,,16.415755296676966,97.2716522674559,663.0138793194078,100
gls_map,3.264641879338673,5.6023422049502605,0.0783263992639051,PeMS7_228,0.2,46,182,swap_from_best_random_trace,19,25,2151,,252.57933134670716,861.6193835121475,142.9650047074997,100
historical_tod_mean,4.023235367063492,6.943083652443263,0.0920471838105989,PeMS7_228,0.2,46,182,multistart_swap_by_validation,45,25,2151,3.413235397358148,,,,100
neighbor_average,7.024274394586894,11.113809170475434,0.1825593117451346,PeMS7_228,0.2,46,182,multistart_swap_by_validation,45,25,2151,3.413235397358148,,,,100
gsp,3.7892496711046606,6.546868949455062,0.0885874359164832,PeMS7_228,0.2,46,182,multistart_swap_by_validation,45,25,2151,3.413235397358148,16.41359624966818,97.43312831007904,663.0398036857371,100
gls_map,3.316485715178541,5.767860320013509,0.0765815783543778,PeMS7_228,0.2,46,182,multistart_swap_by_validation,45,25,2151,3.413235397358148,252.22564808431943,825.7873654925071,143.22776104525568,100
historical_tod_mean,3.886417744581807,6.665376644322362,0.0899975836914422,PeMS7_228,0.2,46,182,rcss_selected,0,25,2151,3.410652501009182,,,,100
neighbor_average,6.856260492979242,10.514241970766657,0.1635450401790206,PeMS7_228,0.2,46,182,rcss_selected,0,25,2151,3.410652501009182,,,,100
gsp,3.5995084127768493,6.286936451070478,0.0878588617982467,PeMS7_228,0.2,46,182,rcss_selected,0,25,2151,3.410652501009182,16.412279106769105,97.31958447144044,663.0636740921949,100
gls_map,3.1753954521693903,5.462943167764976,0.0755400879674598,PeMS7_228,0.2,46,182,rcss_selected,0,25,2151,3.410652501009182,297.24082788608905,966.6960858947276,131.27401262473384,100
historical_tod_mean,3.854327447725885,6.637095392768877,0.0893902646553241,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2151,3.291812723780529,,,,100
neighbor_average,6.892237421143671,10.51816561266896,0.1618937319644703,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2151,3.291812723780529,,,,100
gsp,3.564440461042093,6.261758343504704,0.0867162111562334,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2151,3.291812723780529,16.417019098907225,96.88150274479892,663.0081791477335,100
gls_map,3.1581368428972865,5.436441717919187,0.0753935038518267,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2151,3.291812723780529,302.0097724352014,1152.693461741712,131.24453122212626,100
historical_tod_mean,4.064232581654456,7.031883304558092,0.0951672394159862,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2151,,,,,100
neighbor_average,7.004042658730158,10.852814665382352,0.1848025512314312,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2151,,,,,100
gsp,3.797175935270485,6.625258459270437,0.0929242510953286,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2151,,16.41523950541261,97.2387235513162,663.012363420355,100
gls_map,3.4230588599813885,5.887355824143913,0.0829746595333175,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2151,,276.6253793244582,847.0925354616254,137.90991373756898,100
historical_tod_mean,4.0664745497558,7.02246243824128,0.0954399591922113,PeMS7_228,0.2,46,182,random,0,25,2101,,,,,50
neighbor_average,7.055467796092798,10.89897787405429,0.1798342867951867,PeMS7_228,0.2,46,182,random,0,25,2101,,,,,50
gsp,3.817233985865149,6.6378199901884205,0.0935541309909221,PeMS7_228,0.2,46,182,random,0,25,2101,,16.421177732358345,96.87067227117446,662.978570048383,50
gls_map,3.5749107759451983,6.086962843942471,0.0859101664552626,PeMS7_228,0.2,46,182,random,0,25,2101,,298.0663033898392,952.3178554884752,131.5645658172897,50
historical_tod_mean,3.979205061431624,6.884269078316481,0.0922024085919145,PeMS7_228,0.2,46,182,random,1,25,2101,,,,,50
neighbor_average,7.081697064509563,11.105125331732918,0.1747327966715417,PeMS7_228,0.2,46,182,random,1,25,2101,,,,,50
gsp,3.681797217329809,6.531523217580068,0.0902855454158521,PeMS7_228,0.2,46,182,random,1,25,2101,,16.413000694773984,94.59670632834693,663.0431578365617,50
gls_map,3.420939447839954,6.029721202104308,0.0826208820250038,PeMS7_228,0.2,46,182,random,1,25,2101,,303.4991808881136,948.2165895741376,131.455757960545,50
historical_tod_mean,4.050338446275947,7.003767051015183,0.0942057190031752,PeMS7_228,0.2,46,182,random,2,25,2101,,,,,50
neighbor_average,7.300712886650386,11.149409529589429,0.1863996201288488,PeMS7_228,0.2,46,182,random,2,25,2101,,,,,50
gsp,3.774073763509841,6.626996877676367,0.0919509726382729,PeMS7_228,0.2,46,182,random,2,25,2101,,16.421111747800058,97.18000145106632,662.9320625825692,50
gls_map,3.421547533622745,6.073656916997899,0.0833883026519196,PeMS7_228,0.2,46,182,random,2,25,2101,,299.6518919805553,907.9162858613552,131.227362001447,50
historical_tod_mean,4.086548811431624,6.996652914540195,0.0935452984635536,PeMS7_228,0.2,46,182,random,3,25,2101,,,,,50
neighbor_average,7.265929932336181,11.525335963105702,0.1840399796259863,PeMS7_228,0.2,46,182,random,3,25,2101,,,,,50
gsp,3.8845382331239247,6.654993363165239,0.0907769550827952,PeMS7_228,0.2,46,182,random,3,25,2101,,16.42153079523992,96.38024433900316,662.954975950724,50
gls_map,3.541623306142681,6.182418634525616,0.0835016798827258,PeMS7_228,0.2,46,182,random,3,25,2101,,302.652145068285,1242.9555388986585,132.82831108144123,50
historical_tod_mean,3.8546556871947497,6.645260459230594,0.0888460590992018,PeMS7_228,0.2,46,182,random,4,25,2101,,,,,50
neighbor_average,7.175079492266991,10.871141987826697,0.1735088111178172,PeMS7_228,0.2,46,182,random,4,25,2101,,,,,50
gsp,3.625805457360687,6.25230052950802,0.0858290102594571,PeMS7_228,0.2,46,182,random,4,25,2101,,16.41357796950419,97.47678293583144,663.0477118444168,50
gls_map,3.310439615263639,5.595323937799912,0.0773130932672017,PeMS7_228,0.2,46,182,random,4,25,2101,,296.0662482971948,815.0127822036299,132.36397420472443,50
historical_tod_mean,4.078768315018315,7.0155075571998085,0.093700628870592,PeMS7_228,0.2,46,182,random,5,25,2101,,,,,50
neighbor_average,7.372591702279202,11.39201538524004,0.1807214067386775,PeMS7_228,0.2,46,182,random,5,25,2101,,,,,50
gsp,3.831495223561593,6.616734857588607,0.0898956600865893,PeMS7_228,0.2,46,182,random,5,25,2101,,16.414176662820733,97.27432306114596,663.0432099755097,50
gls_map,3.4791514106322583,5.961260333826304,0.0798238489443828,PeMS7_228,0.2,46,182,random,5,25,2101,,310.5302462490931,1117.6403627646755,129.64392266619484,50
historical_tod_mean,3.9344561775030527,6.850532214625489,0.091317978198023,PeMS7_228,0.2,46,182,random,6,25,2101,,,,,50
neighbor_average,7.172890911172159,11.305399844483793,0.1760962777538821,PeMS7_228,0.2,46,182,random,6,25,2101,,,,,50
gsp,3.670090797917256,6.460238834187075,0.0885725057037044,PeMS7_228,0.2,46,182,random,6,25,2101,,16.414259155532225,96.35277999897576,663.0494710451036,50
gls_map,3.552682071335451,6.035405613375725,0.083030631366896,PeMS7_228,0.2,46,182,random,6,25,2101,,309.76760231496155,1364.5962746451446,129.53845810474832,50
historical_tod_mean,3.967771291208791,6.82201785131244,0.0907882539574561,PeMS7_228,0.2,46,182,random,7,25,2101,,,,,50
neighbor_average,7.124902383496134,11.189778679841222,0.1745374884959311,PeMS7_228,0.2,46,182,random,7,25,2101,,,,,50
gsp,3.736922192858712,6.476565207301161,0.0874295306861502,PeMS7_228,0.2,46,182,random,7,25,2101,,16.42119775560832,96.1268466079095,662.9552862364113,50
gls_map,3.4106820978990577,5.9605039520211545,0.0801498652139282,PeMS7_228,0.2,46,182,random,7,25,2101,,299.16928044643623,1031.842331973222,131.24213767190653,50
historical_tod_mean,3.957353861416362,6.852486533173105,0.0912849973653221,PeMS7_228,0.2,46,182,random,8,25,2101,,,,,50
neighbor_average,7.410293612637363,11.529918592222042,0.1761049157569151,PeMS7_228,0.2,46,182,random,8,25,2101,,,,,50
gsp,3.689595407927359,6.478906833693845,0.088911632446409,PeMS7_228,0.2,46,182,random,8,25,2101,,16.416978405051715,96.18318041566091,662.997783821861,50
gls_map,3.3457253269068628,5.800311566391836,0.0793123719647366,PeMS7_228,0.2,46,182,random,8,25,2101,,311.7161736991884,1177.6167189163004,127.87620281449976,50
historical_tod_mean,4.011150221306472,6.953383372073933,0.0928667312842121,PeMS7_228,0.2,46,182,random,9,25,2101,,,,,50
neighbor_average,7.573406021062271,11.382558631436243,0.1929412724659375,PeMS7_228,0.2,46,182,random,9,25,2101,,,,,50
gsp,3.76719627637239,6.581817555130276,0.0910299505678072,PeMS7_228,0.2,46,182,random,9,25,2101,,16.416565678203206,97.2036332088704,663.0203281999558,50
gls_map,3.5182770729686954,6.0250506677769895,0.082867744514015,PeMS7_228,0.2,46,182,random,9,25,2101,,310.0621649272084,984.9831088564462,129.70630294214288,50
historical_tod_mean,4.059256143162392,6.985776569652917,0.0945782780407379,PeMS7_228,0.2,46,182,random,10,25,2101,,,,,50
neighbor_average,7.290803380647131,11.731330944221533,0.1870942350163655,PeMS7_228,0.2,46,182,random,10,25,2101,,,,,50
gsp,3.785887969607371,6.595969832994951,0.0911246418424904,PeMS7_228,0.2,46,182,random,10,25,2101,,16.419604626371363,97.406126331934,662.9874647698448,50
gls_map,3.4264549824035164,6.016365573369528,0.0821949946836731,PeMS7_228,0.2,46,182,random,10,25,2101,,287.93317500141075,871.9940457483324,135.0178673444471,50
historical_tod_mean,3.890375553266178,6.72719092788795,0.0878884724437645,PeMS7_228,0.2,46,182,random,11,25,2101,,,,,50
neighbor_average,7.308809015059015,11.162860512943531,0.1734686540619922,PeMS7_228,0.2,46,182,random,11,25,2101,,,,,50
gsp,3.6539993078914583,6.33694493994594,0.0842450776641203,PeMS7_228,0.2,46,182,random,11,25,2101,,16.422033933456962,97.346951913767,662.9309268164498,50
gls_map,3.426234892885589,5.85359487882385,0.078897796112189,PeMS7_228,0.2,46,182,random,11,25,2101,,299.202482877223,938.9534026406204,133.40653497255116,50
historical_tod_mean,4.127219265109891,7.11204783702427,0.0954977707732281,PeMS7_228,0.2,46,182,random,12,25,2101,,,,,50
neighbor_average,6.999496019027268,10.783331643231772,0.1796811343367351,PeMS7_228,0.2,46,182,random,12,25,2101,,,,,50
gsp,3.874581380919606,6.732390277945258,0.0917208630213345,PeMS7_228,0.2,46,182,random,12,25,2101,,16.416079646118217,95.05544425413616,663.0221774684662,50
gls_map,3.537865332089034,6.148766596315192,0.0821048647865003,PeMS7_228,0.2,46,182,random,12,25,2101,,294.3210821926877,1104.2116303351495,135.21056589839847,50
historical_tod_mean,3.9737437042124544,6.826169043060994,0.0915460011821905,PeMS7_228,0.2,46,182,random,13,25,2101,,,,,50
neighbor_average,6.947257834757833,10.587166929357576,0.1695394195864722,PeMS7_228,0.2,46,182,random,13,25,2101,,,,,50
gsp,3.7397122491665713,6.451234110764202,0.088988166200851,PeMS7_228,0.2,46,182,random,13,25,2101,,16.419103320613605,96.76981727189168,662.9749426232349,50
gls_map,3.38979478823409,5.777264557105533,0.0794764649852371,PeMS7_228,0.2,46,182,random,13,25,2101,,293.583592394136,890.0837631417671,132.79278843445385,50
historical_tod_mean,3.88074705242674,6.711275412695398,0.0896939187308241,PeMS7_228,0.2,46,182,random,14,25,2101,,,,,50
neighbor_average,7.900480133292633,11.924176281901632,0.1854576305909583,PeMS7_228,0.2,46,182,random,14,25,2101,,,,,50
gsp,3.797704525112585,6.46512103159349,0.0875489695557744,PeMS7_228,0.2,46,182,random,14,25,2101,,16.42028197344664,96.85740865317672,662.9733242754756,50
gls_map,3.4345768959109324,5.815030936667919,0.0784317352400912,PeMS7_228,0.2,46,182,random,14,25,2101,,304.94719799758224,1150.1788501340857,133.4126052175332,50
historical_tod_mean,3.996509128891941,6.847596503872424,0.089993810688375,PeMS7_228,0.2,46,182,random,15,25,2101,,,,,50
neighbor_average,7.228071899165648,11.025699032474586,0.1766614032546195,PeMS7_228,0.2,46,182,random,15,25,2101,,,,,50
gsp,3.7906531427112737,6.505531987403715,0.0868734163311676,PeMS7_228,0.2,46,182,random,15,25,2101,,16.419276081666517,97.40038326488742,662.9802474668995,50
gls_map,3.469384167743556,5.919497106774958,0.0802073486544708,PeMS7_228,0.2,46,182,random,15,25,2101,,303.02869567001915,986.262388063227,131.30477642390832,50
historical_tod_mean,4.100899200625763,7.051546689472371,0.0971925602770705,PeMS7_228,0.2,46,182,random,16,25,2101,,,,,50
neighbor_average,7.220735398860397,11.3325757691545,0.1986177713415308,PeMS7_228,0.2,46,182,random,16,25,2101,,,,,50
gsp,3.8460164713053975,6.695515839474361,0.0969406426309162,PeMS7_228,0.2,46,182,random,16,25,2101,,16.418154212736347,96.0701875277594,662.9728620666921,50
gls_map,3.609386750665555,6.195411311786555,0.0922305795747254,PeMS7_228,0.2,46,182,random,16,25,2101,,292.9495721696917,839.8948345403305,132.60897584862693,50
historical_tod_mean,4.083394097222223,7.054811222931632,0.096566136155535,PeMS7_228,0.2,46,182,random,17,25,2101,,,,,50
neighbor_average,7.241062525437524,11.636734798048256,0.1920738100081804,PeMS7_228,0.2,46,182,random,17,25,2101,,,,,50
gsp,3.89827352004207,6.726665384547308,0.0970269710579246,PeMS7_228,0.2,46,182,random,17,25,2101,,16.423588669098418,97.32189962681048,662.9191240640656,50
gls_map,3.556756524335955,6.245069929280537,0.0889923366343724,PeMS7_228,0.2,46,182,random,17,25,2101,,309.2937343464857,1039.8286503160346,131.1659291316129,50
historical_tod_mean,3.953057844932845,6.782242108991896,0.0893909663358283,PeMS7_228,0.2,46,182,random,18,25,2101,,,,,50
neighbor_average,7.446323641636142,11.396111962442916,0.1788116267465478,PeMS7_228,0.2,46,182,random,18,25,2101,,,,,50
gsp,3.7382029820038927,6.397131057637559,0.0863798724658884,PeMS7_228,0.2,46,182,random,18,25,2101,,16.41443213900571,97.37669831907468,663.0166341482949,50
gls_map,3.306699141616778,5.6381449629196325,0.0753885918560258,PeMS7_228,0.2,46,182,random,18,25,2101,,293.1874042181846,789.0903317184873,133.11125628045752,50
historical_tod_mean,4.05255842681624,6.9352078834131525,0.093282415935805,PeMS7_228,0.2,46,182,random,19,25,2101,,,,,50
neighbor_average,7.367695614570615,11.481730715548029,0.1889041425941579,PeMS7_228,0.2,46,182,random,19,25,2101,,,,,50
gsp,3.821624036983159,6.576555020324341,0.0911940538842114,PeMS7_228,0.2,46,182,random,19,25,2101,,16.41933787761218,97.1485850607878,662.9659950173708,50
gls_map,3.5301844199594923,6.034060002956728,0.0843850417813154,PeMS7_228,0.2,46,182,random,19,25,2101,,296.6222044876464,842.2603403772123,133.0521241162846,50
historical_tod_mean,3.920144612332112,6.843950736713089,0.0915304483348964,PeMS7_228,0.2,46,182,random,20,25,2101,,,,,50
neighbor_average,7.328451554232805,11.263338953018808,0.1814502799802374,PeMS7_228,0.2,46,182,random,20,25,2101,,,,,50
gsp,3.674529267939368,6.4663047506337366,0.0889429399856526,PeMS7_228,0.2,46,182,random,20,25,2101,,16.413629607016713,97.22841941055869,663.0513153748335,50
gls_map,3.341822023724348,5.818584169170548,0.0804048007884775,PeMS7_228,0.2,46,182,random,20,25,2101,,305.3345924306656,1036.7608205820118,133.2590796703266,50
historical_tod_mean,3.981267694978632,6.839010872499159,0.0916998610771216,PeMS7_228,0.2,46,182,random,21,25,2101,,,,,50
neighbor_average,7.126916717541718,11.121525723318188,0.1734548698672319,PeMS7_228,0.2,46,182,random,21,25,2101,,,,,50
gsp,3.750943195961312,6.475581348093002,0.0893272608004273,PeMS7_228,0.2,46,182,random,21,25,2101,,16.42134617201385,94.89562150376828,662.9615389015885,50
gls_map,3.4184986199951157,5.9662324754631335,0.0818958137553121,PeMS7_228,0.2,46,182,random,21,25,2101,,302.0911413063412,986.8952452309932,130.39442488440994,50
historical_tod_mean,3.941967910561661,6.861508158345423,0.0915098020569666,PeMS7_228,0.2,46,182,random,22,25,2101,,,,,50
neighbor_average,7.288201121794873,11.06838715501888,0.1734546689232476,PeMS7_228,0.2,46,182,random,22,25,2101,,,,,50
gsp,3.73770803460552,6.507089162739271,0.0896829872110056,PeMS7_228,0.2,46,182,random,22,25,2101,,16.420281983590655,97.17129412267406,662.9594797368798,50
gls_map,3.3576623115467843,5.890103632763129,0.0804133843055066,PeMS7_228,0.2,46,182,random,22,25,2101,,299.21917578176567,880.4940577711614,131.81997038482228,50
historical_tod_mean,3.977371222527472,6.891155175590342,0.0933096383648331,PeMS7_228,0.2,46,182,random,23,25,2101,,,,,50
neighbor_average,7.423186622405371,11.30176007637401,0.1892814236196934,PeMS7_228,0.2,46,182,random,23,25,2101,,,,,50
gsp,3.739748201164903,6.555262405472454,0.092523486200023,PeMS7_228,0.2,46,182,random,23,25,2101,,16.411123844442752,97.3203374238802,663.0776907884007,50
gls_map,3.4377238967609887,6.019492325000549,0.0846782967476988,PeMS7_228,0.2,46,182,random,23,25,2101,,298.40737113036306,962.6586124930508,133.42227089534373,50
historical_tod_mean,4.107869066697192,7.038280239735009,0.0938448641365606,PeMS7_228,0.2,46,182,random,24,25,2101,,,,,50
neighbor_average,6.98181057946683,11.033356686743744,0.1843497563568868,PeMS7_228,0.2,46,182,random,24,25,2101,,,,,50
gsp,3.8755337268721504,6.640445906939761,0.0915820059353148,PeMS7_228,0.2,46,182,random,24,25,2101,,16.4111744664643,96.8973554494558,663.0761493411234,50
gls_map,3.585224715325249,6.155037680890727,0.0839882560565965,PeMS7_228,0.2,46,182,random,24,25,2101,,299.43000324605646,995.8113814649256,133.3203000825957,50
historical_tod_mean,3.902793803418803,6.705919531998646,0.0891768132696421,PeMS7_228,0.2,46,182,random,25,25,2101,,,,,50
neighbor_average,7.21338617979243,11.059218871203871,0.1768623860237428,PeMS7_228,0.2,46,182,random,25,25,2101,,,,,50
gsp,3.686200324666196,6.3574966299221405,0.0859366121159474,PeMS7_228,0.2,46,182,random,25,25,2101,,16.418494745756796,97.15069631800417,662.9587142136253,50
